Basin_ID;Elevation;Inhabitant;Area;nr_pixels
"7";7.000000000000000;79.741238866820083;8605.2;1.000
"1";2.750000000000000;1.518025636798505;77446.7;9.000
"8";6.500000000000000;2073.694740555280987;230357.8;27.000
"5";17.750000000000000;0.512154153986450;17210.4;2.000
"6";7.250000000000000;80.644877887353772;8723.0;2.000
"4";11.750000000000000;9.900226961819030;117533.9;11.000
"5";7.750000000000000;485.997760529199638;116857.2;15.000
"12";1.500000000000000;0.143513087261806;5503.9;0.640
"5";10.750000000000000;400.281684816910172;120084.4;11.000
"10";5.500000000000000;4704.946578013208637;502043.2;59.000
"11";5.000000000000000;0.000000000000000;28676.2;4.000
"9";6.000000000000000;319.879449650737172;41123.8;5.000
"6";9.750000000000000;0.899979794862013;8605.2;1.000
"13";4.000000000000000;239.234571763383428;23532.1;3.000
"12";4.500000000000000;241.402017458557879;60236.3;7.000
"3";9.500000000000000;82.298197819605093;81865.4;11.000
"1";11.500000000000000;1762.872940164148076;283636.8;37.000
"4";8.500000000000000;20.627714985317855;398443.9;46.000
"2";16.250000000000000;38.742898695185957;4180.9;0.486
"1";14.750000000000000;558.397702995922486;69816.0;8.000
"14";3.750000000000000;7344.627053106451967;877042.6;101.000
"5";16.750000000000000;0.551106644083758;32276.1;3.000
"7";7.250000000000000;143.988673770271816;21881.0;2.543
"8";6.750000000000000;2392.345717633834283;237826.0;30.000
"5";7.500000000000000;644.566992355712387;142324.4;19.000
"4";0.750000000000000;0.032175884012225;5044.2;0.586
"4";8.000000000000000;18.772202397791702;275365.9;32.000
"11";5.250000000000000;0.000000000000000;51631.1;6.000
"10";5.750000000000000;6220.098865847964589;671092.2;78.000
"4";11.250000000000000;12.251374871688066;184783.5;16.000
"9";6.250000000000000;159.489714508922276;20452.4;2.000
"12";4.750000000000000;400.852779477382796;91287.3;9.000
"6";7.000000000000000;2.700061898677917;37327.8;3.000
"6";9.250000000000000;80.644877887353772;13950.2;2.000
"5";10.250000000000000;324.116027626793539;197750.8;21.000
"13";4.250000000000000;79.741238866820083;8605.2;1.000
"4";0.000000000000000;0.000000000000000;12220.4;1.420
"2";10.000000000000000;159.489714508922276;17210.4;2.000
"2";13.250000000000000;79.741238867160050;8605.2;1.000
"3";9.000000000000000;240.685699040359850;59803.0;7.000
"1";17.250000000000000;159.489714508922276;17210.4;2.000
"1";11.000000000000000;1927.432354922198101;424811.1;51.000
"1";14.250000000000000;1116.428001562456075;107228.5;14.000
"7";8.250000000000000;80.644877887353772;14143.6;2.000
"1";2.500000000000000;0.734808858778344;34420.7;4.000
"4";7.750000000000000;21.655966511164202;327999.1;36.000
"8";5.000000000000000;1515.152287834761410;154094.2;19.000
"5";7.250000000000000;898.307691479878031;266086.6;37.000
"9";4.500000000000000;717.703715290150285;83510.9;9.000
"3";11.750000000000000;98.448629245520394;10624.0;1.235
"4";10.750000000000000;10.469824046483078;171503.0;18.000
"6";6.750000000000000;241.034613029168668;25128.9;5.000
"6";8.750000000000000;18.272555565098553;1971.9;0.229
"7";5.500000000000000;159.489714508922276;17210.4;2.000
"5";9.750000000000000;163.097280860700636;117428.6;13.000
"2";9.500000000000000;134.560716687947433;14521.0;1.687
"1";10.500000000000000;2251.077098878620745;444954.8;57.000
"1";13.750000000000000;637.958858035689104;75981.7;8.000
"10";4.000000000000000;1834.131716852605678;197919.2;23.000
"3";8.500000000000000;81.195984531437546;43221.0;6.000
"6";8.250000000000000;0.899979794854339;8605.2;1.000
"3";8.000000000000000;1.634829491670983;29244.6;6.000
"9";4.750000000000000;877.193429799072646;78983.4;11.000
"8";5.250000000000000;1356.562593958731895;143648.7;18.000
"4";7.500000000000000;18.055883979593649;290054.0;32.000
"3";11.250000000000000;46.904712094173817;5061.7;0.588
"6";6.500000000000000;1.800041265785278;23607.4;2.000
"12";15.000000000000000;0.000000000000000;7570.2;0.000
"5";7.000000000000000;1375.915766863849058;346246.3;43.000
"7";5.750000000000000;160.389735141814924;37798.1;3.000
"5";9.250000000000000;321.174820582743678;117265.9;12.000
"4";10.250000000000000;13.720992589244753;201378.4;24.000
"2";9.000000000000000;83.756152123943551;9038.4;1.050
"2";12.250000000000000;159.489714508922276;17210.4;2.000
"1";10.000000000000000;1608.967051667276337;351049.3;42.000
"1";13.250000000000000;797.815976974000591;103182.8;12.000
"10";4.250000000000000;2870.814861160602049;320306.5;36.000
"1";2.250000000000000;0.367404429389172;17210.4;2.000
"10";4.500000000000000;3110.049432923985933;342153.3;39.000
"3";7.750000000000000;81.930793390215882;84167.9;11.000
"4";7.250000000000000;15.741716950885200;301181.5;35.000
"9";5.000000000000000;637.958858035689104;66220.1;8.000
"6";6.250000000000000;82.444919153139054;26830.0;4.000
"7";6.000000000000000;0.268476129230736;2567.0;0.298
"3";10.750000000000000;79.741238867500044;8605.2;1.000
"8";5.500000000000000;797.448572544611466;89714.7;10.000
"4";9.750000000000000;21.858159166439087;343304.1;41.000
"5";6.750000000000000;1940.186795321016234;445006.8;58.000
"12";1.250000000000000;0.647886830364651;8598.3;0.916
"5";8.750000000000000;482.397677997629273;98100.7;11.000
"2";8.500000000000000;54.819477819979966;5915.8;0.687
"1";9.500000000000000;1689.263015565821661;394110.0;46.000
"1";12.750000000000000;1280.068905247032717;175542.8;23.000
"12";3.750000000000000;1.983743480479864;34385.4;3.000
"6";6.000000000000000;0.403107746145213;3854.3;0.448
"5";8.250000000000000;640.599505394752669;109636.1;13.000
"10";4.750000000000000;2392.345717633834283;275839.0;30.000
"3";7.500000000000000;82.298197819605093;113145.8;16.000
"9";5.250000000000000;559.114021414120543;68502.5;8.000
"5";6.500000000000000;1153.662758046197723;499392.4;63.000
"4";7.000000000000000;15.704736069724618;232383.5;27.000
"3";10.250000000000000;80.828580102048363;25815.6;3.000
"8";5.750000000000000;1355.662573325839276;136932.2;17.000
"2";11.250000000000000;32.836526773326206;3543.5;0.412
"2";8.000000000000000;40.107367050190071;4328.1;0.503
"4";9.250000000000000;24.391037682065981;449088.6;54.000
"11";4.250000000000000;32.913332994110689;8605.2;0.497
"1";12.250000000000000;1441.106562871415008;221187.0;31.000
"3";15.000000000000000;239.234571763383428;34012.5;3.000
"1";9.000000000000000;2005.193468696179025;431170.3;49.000
"5";13.000000000000000;479.746024018193111;84840.1;9.000
"4";14.000000000000000;9.900226961819030;88461.4;11.000
"10";7.000000000000000;5183.415721539973674;613374.7;71.000
"8";8.000000000000000;159.489714508922276;18623.4;2.000
"9";7.500000000000000;31.831175757133515;3532.3;0.410
"1";4.250000000000000;30.613709905399826;1231395.3;144.000
"11";6.500000000000000;159.538122428164087;379651.9;42.000
"12";6.000000000000000;399.808009119892915;60236.3;7.000
"14";5.000000000000000;1675.542022976576163;202135.8;22.000
"13";5.500000000000000;717.703715290150285;82640.3;9.000
"6";11.500000000000000;1.376135927504227;13158.0;1.529
"11";1.500000000000000;0.000000000000000;3738.9;0.000
"3";9.750000000000000;80.663368327934094;51920.8;6.000
"2";10.750000000000000;79.741238867500030;8605.2;1.000
"1";11.750000000000000;723.508224398055518;182534.0;25.000
"4";8.750000000000000;17.704998381848043;345302.3;41.000
"7";9.500000000000000;24.099149249031527;3239.4;0.376
"3";14.500000000000000;159.489714508922276;21247.9;2.000
"4";13.500000000000000;7.200165063141112;67193.5;8.000
"5";12.500000000000000;0.145223757725451;33615.2;3.000
"1";17.000000000000000;159.489714508922276;13959.4;2.000
"10";7.250000000000000;6060.609151339042910;781905.9;86.000
"9";7.750000000000000;239.234571763383428;28879.2;3.000
"8";8.500000000000000;159.489714508922276;19232.4;2.000
"2";3.750000000000000;0.406771934742208;3889.4;0.452
"4";3.250000000000000;0.183702214694586;12056.1;2.000
"11";6.750000000000000;81.012282316742954;325829.2;36.000
"12";6.250000000000000;160.185570877603311;62896.5;7.000
"1";4.000000000000000;36.950745788139599;1568293.5;176.000
"13";5.750000000000000;1196.172858816917142;129001.5;15.000
"4";8.250000000000000;15.888438284419204;246488.5;28.000
"5";20.250000000000000;0.387065055391866;8605.2;1.000
"14";5.250000000000000;1436.307451213192962;174322.9;19.000
"6";11.000000000000000;2.700061898677917;25815.6;3.000
"5";12.000000000000000;321.524208604680723;123439.9;13.000
"1";1.500000000000000;0.183693879287813;8605.2;1.000
"3";9.250000000000000;81.030772757323277;74633.5;9.000
"1";11.250000000000000;1691.411970820415490;336971.6;46.000
"5";15.250000000000000;80.644877887353772;17210.4;2.000
